set, measurements,,,,set,measure,n,t,inv measure,FOPDT,,Ts,,Td,L,K,du,y0
0.3018,-2.9561,,,,,,,,,,,,,,,,,
0.3018,-2.9566,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9762,,,,,,,,,,,,,,,,,
0.3018,-2.9742,,,,,,,,,,,,,,,,,
0.3018,-2.9385,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.8968,,,,,,,,,,,,,,,,,
0.3018,-2.877,,,,,,,,,,,,,,,,,
0.3018,-2.8571,,,,,,,,,,,,,,,,,
0.3018,-2.8373,,,,,,,,,,,,,,,,,
0.3018,-2.8569,,,,,,,,,,,,,,,,,
0.3018,-2.8375,,,,,,,,,,,,,,,,,
0.3018,-2.8571,,,,,,,,,,,,,,,,,
0.3018,-2.8571,,,,,,,,,,,,,,,,,
0.3018,-2.8571,,,,,,,,,,,,,,,,,
0.3018,-2.8571,,,,,,,,,,,,,,,,,
0.3018,-2.877,,,,,,,,,,,,,,,,,
0.3018,-2.877,,,,,,,,,,,,,,,,,
0.3018,-2.877,,,,,,,,,,,,,,,,,
0.3018,-2.8966,,,,,,,,,,,,,,,,,
0.3018,-2.915,,,,,,,,,,,,,,,,,
0.3018,-2.8988,,,,,,,,,,,,,,,,,
0.3018,-2.8968,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9365,,,,,,,,,,,,,,,,,
0.3018,-2.9167,,,,,,,,,,,,,,,,,
0.3018,-2.9164,,,,,,,,,,,,,,,,,
0.3018,-2.9169,,,,,,,,,,,,,,,,,
0.3018,-2.8968,,,,,,,,,,,,,,,,,
0.3018,-2.877,,,,,,,,,,,,,,,,,
0.3018,-2.877,,,,,,,,,,,,,,,,,
0.3018,-2.877,,,,,,,,,,,,,,,,,
0.3018,-2.8571,,,,,,,,,,,,,,,,,
0.3018,-2.8571,,,,,,,,,,,,,,,,,
0.3018,-2.8373,,,,,,,,,,,,,,,,,
0.3018,-2.8373,,,,,,,,,,,,,,,,,
0.3018,-2.8172,,,,,,,,,,,,,,,,,
0.3018,-2.8177,,,,,,,,,,,,,,,,,
-0.3018,-2.8552,,,,,,,,,,,,,,,,,
-0.3018,-2.8193,,,,,,,,,,,,,,,,,
-0.3018,-2.7778,,,,,,,,,,,,,,,,,
-0.3018,-2.7579,,,,,,,,,,,,,,,,,
-0.3018,-2.7381,,,,,,,,,,,,,,,,,
-0.3018,-2.7183,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6585,,,,,,,,,,,,,,,,,
-0.3018,-2.659,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6786,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6587,,,,,,,,,,,,,,,,,
-0.3018,-2.6585,,,,,,,,,,,,,,,,,
-0.3018,-2.6391,,,,,,,,,,,,,,,,,
-0.3018,-2.657,,,,,,,,,,,,,,,,,
-0.3018,-2.6009,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5395,,,,,,,,,,,,,,,,,
-0.3018,-2.5201,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5395,,,,,,,,,,,,,,,,,
-0.3018,-2.5399,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5776,,,,,,,,,,,,,,,,,
-0.3018,-2.5612,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.599,,,,,,,,,,,,,,,,,
-0.3018,-2.5796,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5182,,,,,,,,,,,,,,,,,
-0.3018,-2.5017,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4998,,,,,,,,,,,,,,,,,
-0.3018,-2.5002,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5791,,,,,,,,,,,,,,,,,
-0.3018,-2.5977,,,,,,,,,,,,,,,,,
-0.3018,-2.6009,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5593,,,,,,,,,,,,,,,,,
-0.3018,-2.5399,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.48,,,,,,,,,,,,,,,,,
-0.3018,-2.4605,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5278,,,,,,,,,,,,,,,,,
-0.3018,-2.5316,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5399,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5977,,,,,,,,,,,,,,,,,
-0.3018,-2.5809,,,,,,,,,,,,,,,,,
-0.3018,-2.5988,,,,,,,,,,,,,,,,,
-0.3018,-2.5798,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4998,,,,,,,,,,,,,,,,,
-0.3018,-2.4708,,,,,,,,,,,,,,,,,
-0.3018,-2.4694,,,,,,,,,,,,,,,,,
-0.3018,-2.4605,,,,,,,,,,,,,,,,,
-0.3018,-2.4605,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4405,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4405,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.48,,,,,,,,,,,,,,,,,
-0.3018,-2.4804,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5395,,,,,,,,,,,,,,,,,
-0.3018,-2.5597,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5776,,,,,,,,,,,,,,,,,
-0.3018,-2.5811,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.4998,,,,,,,,,,,,,,,,,
-0.3018,-2.4804,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.48,,,,,,,,,,,,,,,,,
-0.3018,-2.5002,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5578,,,,,,,,,,,,,,,,,
-0.3018,-2.5612,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.5992,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.619,,,,,,,,,,,,,,,,,
-0.3018,-2.6188,,,,,,,,,,,,,,,,,
-0.3018,-2.618,,,,,,,,,,,,,,,,,
-0.3018,-2.6024,,,,,,,,,,,,,,,,,
-0.3018,-2.5762,,,,,,,,,,,,,,,,,
-0.3018,-2.5975,,,,,,,,,,,,,,,,,
-0.3018,-2.541,,,,,,,,,,,,,,,,,
-0.3018,-2.56,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4797,,,,,,,,,,,,,,,,,
-0.3018,-2.4607,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4998,,,,,,,,,,,,,,,,,
-0.3018,-2.5002,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
-0.3018,-2.599,,,,,,,,,,,,,,,,,
-0.3018,-2.5994,,,,,,,,,,,,,,,,,
-0.3018,-2.5794,,,,,,,,,,,,,,,,,
0.3018,0,,,,,,,,,,,,,,,,,
0.3018,-0.0794,,,,,,,,,,,,,,,,,
0.3018,-0.1191,,,,,,,,,,,,,,,,,
0.3018,-0.1587,,,,,,,,,,,,,,,,,
0.3018,-0.2183,,,,,,,,,,,,,,,,,
0.3018,-0.2579,,,,,,,,,,,,,,,,,
0.3018,-0.2976,,,,,,,,,,,,,,,,,
0.3018,-0.3571,,,,,,,,,,,,,,,,,
0.3018,-0.3968,,,,,,,,,,,,,,,,,
0.3018,-0.4563,,,,,,,,,,,,,,,,,
0.3018,-0.5358,,,,,,,,,,,,,,,,,
0.3018,-0.5754,,,,,,,,,,,,,,,,,
0.3018,-0.6746,,,,,,,,,,,,,,,,,
0.3018,-0.7143,,,,,,,,,,,,,,,,,
0.3018,-0.7738,,,,,,,,,,,,,,,,,
0.3018,-0.8532,,,,,,,,,,,,,,,,,
0.3018,-0.9325,,,,,,,,,,,,,,,,,
0.3018,-1.0119,,,,,,,,,,,,,,,,,
0.3018,-1.0713,,,,,,,,,,,,,,,,,
0.3018,-1.1707,,,,,,,,,,,,,,,,,
0.3018,-1.2698,,,,,,,,,,,,,,,,,
0.3018,-1.3492,,,,,,,,,,,,,,,,,
0.3018,-1.4286,,,,,,,,,,,,,,,,,
0.3018,-1.5278,,,,,,,,,,,,,,,,,
0.3018,-1.627,,,,,,,,,,,,,,,,,
0.3018,-1.746,,,,,,,,,,,,,,,,,
0.3018,-1.8254,,,,,,,,,,,,,,,,,
0.3018,-1.9443,,,,,,,,,,,,,,,,,
0.3018,-2.0637,,,,,,,,,,,,,,,,,
0.3018,-2.1429,,,,,,,,,,,,,,,,,
-0.3018,-2.2804,,,,,,,,,,,,,,,,,
-0.3018,-2.3226,,,,,,,,,,,,,,,,,
-0.3018,-2.3415,,,,,,,,,,,,,,,,,
-0.3018,-2.3611,,,,,,,,,,,,,,,,,
-0.3018,-2.381,,,,,,,,,,,,,,,,,
-0.3018,-2.4008,,,,,,,,,,,,,,,,,
-0.3018,-2.4405,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4998,,,,,,,,,,,,,,,,,
-0.3018,-2.5002,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5397,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5595,,,,,,,,,,,,,,,,,
-0.3018,-2.5593,,,,,,,,,,,,,,,,,
-0.3018,-2.538,,,,,,,,,,,,,,,,,
-0.3018,-2.5207,,,,,,,,,,,,,,,,,
-0.3018,-2.5209,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4601,,,,,,,,,,,,,,,,,
-0.3018,-2.4605,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4603,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.4802,,,,,,,,,,,,,,,,,
-0.3018,-2.5,,,,,,,,,,,,,,,,,
-0.3018,-2.4998,,,,,,,,,,,,,,,,,
-0.3018,-2.5201,,,,,,,,,,,,,,,,,
-0.3018,-2.5198,,,,,,,,,,,,,,,,,
-3.3838,0,,,,,,,,,,,,,,,,,
-3.3838,0.4965,,,,,,,,,,,,,,,,,
-3.3838,1.3693,,,,,,,,,,,,,,,,,
-3.3838,1.9444,,,,,,,,,,,,,,,,,
-3.3838,2.3413,,,,,,,,,,,,,,,,,
-3.3838,2.5992,,,,,,,,,,,,,,,,,
-3.3838,2.7579,,,,,,,,,,,,,,,,,
-3.3838,2.8373,,,,,,,,,,,,,,,,,
-3.3838,2.9167,,,,,,,,,,,,,,,,,
-3.3838,2.9559,,,,,,,,,,,,,,,,,
-3.3838,2.9568,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9365,,,,,,,,,,,,,,,,,
-3.3838,2.936,,,,,,,,,,,,,,,,,
-3.3838,2.937,,,,,,,,,,,,,,,,,
-3.3838,2.9167,,,,,,,,,,,,,,,,,
-3.3838,2.9365,,,,,,,,,,,,,,,,,
-3.3838,2.8968,,,,,,,,,,,,,,,,,
-3.3838,2.8968,,,,,,,,,,,,,,,,,
-3.3838,2.8968,,,,,,,,,,,,,,,,,
-3.3838,2.9167,,,,,,,,,,,,,,,,,
-3.3838,2.8968,,,,,,,,,,,,,,,,,
-3.3838,2.9162,,,,,,,,,,,,,,,,,
-3.3838,2.8973,,,,,,,,,,,,,,,,,
-3.3838,2.9365,,,,,,,,,,,,,,,,,
-3.3838,2.9167,,,,,,,,,,,,,,,,,
-3.3838,2.9365,,,,,,,,,,,,,,,,,
-3.3838,2.9365,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.9745,,,,,,,,,,,,,,,,,
-2.7801,2.9576,,,,,,,,,,,,,,,,,
-2.7801,2.9568,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9757,,,,,,,,,,,,,,,,,
-2.7801,2.937,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.936,,,,,,,,,,,,,,,,,
-2.7801,2.937,,,,,,,,,,,,,,,,,
-2.7801,2.9167,,,,,,,,,,,,,,,,,
-2.7801,2.9167,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9757,,,,,,,,,,,,,,,,,
-2.7801,2.9568,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.996,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9742,,,,,,,,,,,,,,,,,
-2.7801,2.9385,,,,,,,,,,,,,,,,,
-2.7801,2.9742,,,,,,,,,,,,,,,,,
-2.7801,2.9385,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,0,,,,,,,,,,,,,,,,,
-2.7801,0.3178,,,,,,,,,,,,,,,,,
-2.7801,0.9521,,,,,,,,,,,,,,,,,
-2.7801,1.5878,,,,,,,,,,,,,,,,,
-2.7801,2.1032,,,,,,,,,,,,,,,,,
-2.7801,2.4206,,,,,,,,,,,,,,,,,
-2.7801,2.6587,,,,,,,,,,,,,,,,,
-2.7801,2.7778,,,,,,,,,,,,,,,,,
-2.7801,2.8571,,,,,,,,,,,,,,,,,
-2.7801,2.8968,,,,,,,,,,,,,,,,,
-2.7801,2.936,,,,,,,,,,,,,,,,,
-2.7801,2.9767,,,,,,,,,,,,,,,,,
-2.7801,2.996,,,,,,,,,,,,,,,,,
-2.7801,3.0159,,,,,,,,,,,,,,,,,
-2.7801,3.0357,,,,,,,,,,,,,,,,,
-2.7801,3.0754,,,,,,,,,,,,,,,,,
-2.7801,3.0556,,,,,,,,,,,,,,,,,
-2.7801,3.0357,,,,,,,,,,,,,,,,,
-2.7801,2.996,,,,,,,,,,,,,,,,,
-2.7801,2.9559,,,,,,,,,,,,,,,,,
-2.7801,2.9767,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9167,,,,,,,,,,,,,,,,,
-2.7801,2.9167,,,,,,,,,,,,,,,,,
-2.7801,2.8968,,,,,,,,,,,,,,,,,
-2.7801,2.8968,,,,,,,,,,,,,,,,,
-2.7801,2.8968,,,,,,,,,,,,,,,,,
-2.7801,2.8963,,,,,,,,,,,,,,,,,
-2.7801,2.9172,,,,,,,,,,,,,,,,,
-2.7801,2.8968,,,,,,,,,,,,,,,,,
-2.7801,2.9167,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9167,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9563,,,,,,,,,,,,,,,,,
-2.7801,2.9365,,,,,,,,,,,,,,,,,
-2.7801,2.9757,,,,,,,,,,,,,,,,,
-2.7801,2.9767,,,,,,,,,,,,,,,,,
-2.7801,2.996,,,,,,,,,,,,,,,,,
-2.7801,2.9762,,,,,,,,,,,,,,,,,
-2.7801,2.996,,,,,,,,,,,,,,,,,
-3.3838,0,,,,,,,,,,,,,,,,,
-3.3838,0.4765,,,,,,,,,,,,,,,,,
-3.3838,1.25,,,,,,,,,,,,,,,,,
-3.3838,1.8651,,,,,,,,,,,,,,,,,
-3.3838,2.2619,,,,,,,,,,,,,,,,,
-3.3838,2.5198,,,,,,,,,,,,,,,,,
-3.3838,2.6786,,,,,,,,,,,,,,,,,
-3.3838,2.7778,,,,,,,,,,,,,,,,,
-3.3838,2.8373,,,,,,,,,,,,,,,,,
-3.3838,2.8765,,,,,,,,,,,,,,,,,
-3.3838,2.8973,,,,,,,,,,,,,,,,,
-3.3838,2.8968,,,,,,,,,,,,,,,,,
-3.3838,2.9365,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.996,,,,,,,,,,,,,,,,,
-3.3838,2.996,,,,,,,,,,,,,,,,,
-3.3838,2.9958,,,,,,,,,,,,,,,,,
-3.3838,2.9958,,,,,,,,,,,,,,,,,
-3.3838,2.9965,,,,,,,,,,,,,,,,,
-3.3838,2.996,,,,,,,,,,,,,,,,,
-3.3838,2.996,,,,,,,,,,,,,,,,,
-3.3838,2.996,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.996,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9757,,,,,,,,,,,,,,,,,
-3.3838,2.9568,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.9762,,,,,,,,,,,,,,,,,
-3.3838,2.9563,,,,,,,,,,,,,,,,,
